IC_Spawn,from_state,to_state,singlet_1,singlet_2,singlet_3,meci_type
0066_7,2,1,-230.34099464,-230.33987,-230.20187344,Type_1
0066_8,2,1,-230.34300542,-230.33871624,-230.20746839,Type_1
0066_9,2,1,-230.32177031,-230.31981034,-230.20446905,Type_2
0067_10,2,1,-230.3581269,-230.35403424,-230.24923276,Type_2
0067_11,2,1,-230.3463306,-230.34463004,-230.24476344,Type_2
0067_4,2,1,-230.33066694,-230.31842543,-230.22540399,Type_2
0067_6,2,1,-230.36017012,-230.35398835,-230.23135531,Type_2
0067_7,2,1,-230.3166751,-230.31359418,-230.19479011,Type_2
0067_8,2,1,-230.34547124,-230.33746937,-230.25135323,Type_2
0067_9,2,1,-230.31889142,-230.31814044,-230.20262913,Type_2
0068_10,2,1,-230.35382617,-230.35015889,-230.20622323,Type_1
0068_11,2,1,-230.36737574,-230.36529663,-230.26702226,Type_3
0068_12,2,1,-230.35164979,-230.34311076,-230.24166425,Type_3
0068_13,2,1,-230.35287169,-230.3443134,-230.20170324,Type_1
0068_14,2,1,-230.32206995,-230.32135685,-230.19946929,Type_1
0068_5,2,1,-230.36183237,-230.35616245,-230.25325459,Type_3
0068_8,2,1,-230.34613873,-230.33024649,-230.22919707,Type_3
0068_9,2,1,-230.37811697,-230.37170958,-230.2499478,Type_1
0069_5,2,1,-230.32814156,-230.32608894,-230.21829408,Type_3
0069_6,2,1,-230.28946465,-230.28477803,-230.17736942,Type_3
0069_8,2,1,-230.33269683,-230.32998605,-230.2255231,Type_2
0069_9,2,1,-230.30503994,-230.29819137,-230.21180352,Type_2
0070_10,2,1,-230.32785374,-230.31424547,-230.2058755,Type_1
0070_11,2,1,-230.32934629,-230.32716456,-230.20812434,Type_1
0070_12,2,1,-230.34138991,-230.32905958,-230.18659381,Type_1
0070_13,2,1,-230.35469607,-230.35227259,-230.21261038,Type_1
0070_14,2,1,-230.33103215,-230.32679379,-230.22652494,Type_1
0070_15,2,1,-230.33215769,-230.32341712,-230.21144106,Type_2
0070_5,2,1,-230.34148369,-230.33052208,-230.22308353,Type_2
0070_6,2,1,-230.33931217,-230.32948242,-230.21116865,Type_2
0070_7,2,1,-230.31995995,-230.31776307,-230.20475763,Type_2
0070_8,2,1,-230.33434396,-230.33232878,-230.23996337,Type_1
0070_9,2,1,-230.33926334,-230.3374603,-230.23889761,Type_2
0071_12,2,1,-230.34496762,-230.34380568,-230.2382878,Type_2
0071_13,2,1,-230.33443543,-230.33068805,-230.21492347,Type_1
0071_14,2,1,-230.34159265,-230.3404118,-230.24929334,Type_1
0071_3,2,1,-230.32062694,-230.31362705,-230.21490103,Type_3
0071_5,2,1,-230.36284197,-230.34678307,-230.24185996,Type_3
0071_7,2,1,-230.32714455,-230.32125974,-230.19757044,Type_3
0071_8,2,1,-230.31902878,-230.31631041,-230.2067808,Type_3
0071_9,2,1,-230.35083867,-230.34966679,-230.22899565,Type_1
0072_4,2,1,-230.37631681,-230.36759831,-230.28305046,Type_3
0072_5,2,1,-230.36031655,-230.34937907,-230.24987719,Type_2
0072_6,2,1,-230.36043955,-230.35262915,-230.25100198,Type_2
0072_7,2,1,-230.35145172,-230.34377503,-230.24161082,Type_2
0072_8,2,1,-230.34888364,-230.34335947,-230.25729511,Type_2
0072_9,2,1,-230.33924637,-230.33878454,-230.2296568,Type_2
0073_4,2,1,-230.33584445,-230.33281414,-230.24465224,Type_3
0073_6,2,1,-230.35646295,-230.34563759,-230.25517454,Type_2
0073_7,2,1,-230.35221824,-230.33332269,-230.20214547,Type_1
0073_8,2,1,-230.34741336,-230.34539697,-230.22005075,Type_1
0073_9,2,1,-230.33003204,-230.32394795,-230.17110234,Type_2
0074_3,2,1,-230.36098798,-230.35048046,-230.25219904,Type_3
0074_5,2,1,-230.36728854,-230.35331922,-230.27181041,Type_3
0074_6,2,1,-230.35904029,-230.34059458,-230.23715553,Type_3
0074_7,2,1,-230.34939175,-230.34365483,-230.25010345,Type_3
0074_8,2,1,-230.35370366,-230.34890443,-230.27331413,Type_1
0074_9,2,1,-230.36295246,-230.36191294,-230.2671531,Type_1
0075_10,2,1,-230.34601664,-230.34381043,-230.19983935,Type_1
0075_4,2,1,-230.35401409,-230.34500262,-230.26058524,Type_3
0075_6,2,1,-230.35933654,-230.34976767,-230.24967397,Type_3
0075_9,2,1,-230.32780864,-230.3271845,-230.22323865,Type_1
0076_3,2,1,-230.30725494,-230.29947858,-230.2136468,Type_3
0076_5,2,1,-230.32605864,-230.32204654,-230.2172216,Type_3
0076_6,2,1,-230.30758778,-230.3031042,-230.18066223,Type_3
0076_7,2,1,-230.34279883,-230.3310137,-230.23507663,Type_2
0076_8,2,1,-230.30759305,-230.30630271,-230.21816188,Type_1
0077_5,2,1,-230.37581414,-230.36994532,-230.26653001,Type_2
0077_6,2,1,-230.36506362,-230.36287044,-230.24637451,Type_2
0077_7,2,1,-230.34034281,-230.33996056,-230.24833506,Type_2
0077_8,2,1,-230.34891662,-230.34292971,-230.2509079,Type_2
0078_10,2,1,-230.33707586,-230.32925717,-230.22269577,Type_2
0078_4,2,1,-230.33646478,-230.33206851,-230.22585521,Type_3
0078_6,2,1,-230.34555415,-230.34025952,-230.26394599,Type_3
0078_7,2,1,-230.35130729,-230.34500045,-230.24998245,Type_3
0078_8,2,1,-230.34628892,-230.33995772,-230.2202398,Type_2
0078_9,2,1,-230.344223,-230.33638154,-230.21199809,Type_2
0079_11,2,1,-230.36262452,-230.36039416,-230.25859195,Type_3
0079_12,2,1,-230.34830803,-230.34711352,-230.22640029,Type_3
0079_13,2,1,-230.35509132,-230.34253034,-230.24913149,Type_2
0079_14,2,1,-230.33223046,-230.32749839,-230.24086345,Type_2
0079_5,2,1,-230.35978792,-230.3544304,-230.26262126,Type_3
0079_6,2,1,-230.37023302,-230.36060738,-230.27270856,Type_3
0079_7,2,1,-230.31708802,-230.31004784,-230.20807712,Type_3
0080_10,2,1,-230.35535995,-230.34350306,-230.25736331,Type_3
0080_11,2,1,-230.34034296,-230.33267319,-230.2329773,Type_3
0080_12,2,1,-230.3384536,-230.33040404,-230.23007672,Type_1
0080_13,2,1,-230.3552779,-230.34625794,-230.23257322,Type_2
0080_14,2,1,-230.35364817,-230.34170776,-230.20684436,Type_1
0080_15,2,1,-230.34878542,-230.34492496,-230.23957948,Type_2
0080_3,2,1,-230.34586873,-230.3442025,-230.25239751,Type_2
0080_4,2,1,-230.35748411,-230.35656954,-230.26275682,Type_1
0080_8,2,1,-230.35889993,-230.33865938,-230.25982167,Type_3
0081_10,2,1,-230.35851535,-230.34233383,-230.2601046,Type_3
0081_11,2,1,-230.36086203,-230.35099261,-230.28023237,Type_3
0081_12,2,1,-230.32678126,-230.31708826,-230.24099776,Type_2
0081_13,2,1,-230.36881735,-230.36145773,-230.23145699,Type_1
0081_14,2,1,-230.35027348,-230.34398908,-230.23653363,Type_2
0081_15,2,1,-230.3453993,-230.34177748,-230.21255356,Type_2
0081_16,2,1,-230.32295846,-230.32019676,-230.19893983,Type_2
0081_17,2,1,-230.31783884,-230.31372599,-230.24822258,Type_2
0081_6,2,1,-230.34256103,-230.33510091,-230.20455152,Type_3
0081_7,2,1,-230.30276482,-230.29823278,-230.19014681,Type_3
0081_8,2,1,-230.33380823,-230.32737262,-230.21350498,Type_1
0081_9,2,1,-230.35249186,-230.34640806,-230.21696998,Type_1
0082_10,2,1,-230.3433621,-230.32934237,-230.24855293,Type_2
0082_11,2,1,-230.30197727,-230.30136849,-230.17187525,Type_2
0082_12,2,1,-230.32612633,-230.32455079,-230.2260054,Type_3
0082_13,2,1,-230.31449601,-230.30761982,-230.19222728,Type_2
0082_14,2,1,-230.29516799,-230.28738202,-230.17959779,Type_1
0082_15,2,1,-230.28643533,-230.28469615,-230.20559976,Type_2
0082_16,2,1,-230.26733437,-230.26282054,-230.19314519,Type_3
0082_7,2,1,-230.29889386,-230.29763475,-230.18698614,Type_1
0082_8,2,1,-230.29961451,-230.29340011,-230.17178175,Type_1
0082_9,2,1,-230.30452857,-230.29184974,-230.22493301,Type_2
0083_4,2,1,-230.36355113,-230.35092038,-230.25745398,Type_3
0083_6,2,1,-230.36837517,-230.35344306,-230.25067449,Type_3
0083_7,2,1,-230.37755272,-230.37459489,-230.25906367,Type_3
0083_8,2,1,-230.34884757,-230.34740901,-230.24414243,Type_3
0083_9,2,1,-230.32951206,-230.32892087,-230.20479747,Type_1
0084_10,2,1,-230.32820278,-230.31879454,-230.21184782,Type_3
0084_11,2,1,-230.33781347,-230.33724507,-230.19472714,Type_1
0084_12,2,1,-230.36512081,-230.36248015,-230.246609,Type_1
0084_13,2,1,-230.35636589,-230.34528285,-230.25367163,Type_3
0084_14,2,1,-230.31820542,-230.31194948,-230.19862634,Type_2
0084_15,2,1,-230.29540969,-230.29048423,-230.18143494,Type_2
0084_16,2,1,-230.34167102,-230.34124302,-230.25218628,Type_2
0084_4,2,1,-230.31839379,-230.31035885,-230.20570074,Type_3
0084_5,2,1,-230.3377795,-230.32801377,-230.2146946,Type_3
0084_8,2,1,-230.30706562,-230.30447272,-230.18889025,Type_3
0084_9,2,1,-230.32821737,-230.32590402,-230.20402518,Type_3
0085_10,2,1,-230.33333889,-230.32586021,-230.19884452,Type_2
0085_11,2,1,-230.33390714,-230.32996094,-230.24198329,Type_2
0085_12,2,1,-230.36149816,-230.35276492,-230.25660671,Type_2
0085_13,2,1,-230.34933655,-230.34402521,-230.20287622,Type_1
0085_4,2,1,-230.3160468,-230.31038296,-230.22513091,Type_2
0085_5,2,1,-230.32513901,-230.32041403,-230.22989421,Type_2
0085_6,2,1,-230.35839781,-230.34962741,-230.23895688,Type_2
0085_7,2,1,-230.33417949,-230.32136964,-230.22489624,Type_2
0085_8,2,1,-230.31811541,-230.31653124,-230.20599068,Type_2
0085_9,2,1,-230.34025197,-230.33699621,-230.21941738,Type_2
0086_10,2,1,-230.34335631,-230.34253207,-230.22838626,Type_2
0086_11,2,1,-230.35236942,-230.3467635,-230.23230469,0200_15
0086_12,2,1,-230.32545752,-230.32399175,-230.20973786,Type_3
0086_6,2,1,-230.37461661,-230.36553837,-230.26153146,Type_3
0086_7,2,1,-230.31146499,-230.30885396,-230.20422469,Type_3
0086_8,2,1,-230.33330123,-230.3317297,-230.22231704,Type_3
0086_9,2,1,-230.36314409,-230.35649381,-230.21274463,Type_1
0087_10,2,1,-230.38104352,-230.36761293,-230.24518679,Type_1
0087_11,2,1,-230.35447219,-230.3392907,-230.19125603,Type_1
0087_13,2,1,-230.32138045,-230.31562097,-230.17468962,Type_1
0087_14,2,1,-230.32896222,-230.32654208,-230.21979857,Type_3
0087_15,2,1,-230.32101832,-230.32006168,-230.20160656,Type_1
0087_16,2,1,-230.3431499,-230.34047109,-230.21543432,Type_1
0087_5,2,1,-230.31561454,-230.31424486,-230.20436225,Type_3
0087_6,2,1,-230.33878319,-230.33447083,-230.23279133,Type_3
