IC_Spawn,singlet_1,singlet_2
0288_2,-77.74650314,-77.7405863
0288_3,-77.76681873,-77.76502872
0289_2,-77.77063771,-77.76732593
0289_3,-77.76618213,-77.76387662
0290_2,-77.7774542,-77.76694525
0290_3,-77.7881726,-77.77984963
0290_4,-77.79259658,-77.79218439
0290_5,-77.74430232,-77.74056971
0290_6,-77.79906488,-77.79820958
0291_2,-77.75848772,-77.75253229
0291_3,-77.74133619,-77.73853721
0292_2,-77.70077191,-77.69960503
0293_2,-77.70625233,-77.70141428
0293_3,-77.71713216,-77.7126735
0293_4,-77.67561818,-77.66926134
0293_5,-77.67920957,-77.67632123
0294_2,-77.69111807,-77.68586883
0294_3,-77.81102315,-77.81061654
0295_2,-77.69752517,-77.69707834
0295_3,-77.687078,-77.68652632
0296_2,-77.72083803,-77.72002428
0297_2,-77.77636336,-77.7752595
0297_3,-77.76643767,-77.76320885
0298_2,-77.69715341,-77.69309486
0298_3,-77.72234855,-77.71740322
0299_2,-77.69688009,-77.69659793
0299_3,-77.6987171,-77.69856257
0299_4,-77.70170092,-77.70150508
0300_2,-77.75389944,-77.75019658
0300_3,-77.75633747,-77.75014887
0300_4,-77.74425244,-77.7334453
0301_2,-77.73528781,-77.72956514
0301_3,-77.79472452,-77.79061724
0301_4,-77.73493104,-77.73262707
0302_2,-77.67814373,-77.66942127
0302_3,-77.70957634,-77.70559717
0303_2,-77.73424533,-77.73248198
0304_2,-77.83874822,-77.83815252
0305_2,-77.71325865,-77.70819343
0305_3,-77.76776482,-77.76732893
0306_2,-77.75422696,-77.75188166
0307_2,-77.79035647,-77.78414336
0307_3,-77.80411318,-77.8036277
0307_4,-77.77706731,-77.77610636
0307_5,-77.76427706,-77.76370842
0308_2,-77.78812962,-77.78769568
0308_3,-77.79239262,-77.7923052
0308_4,-77.77509908,-77.77307005
0308_5,-77.78385989,-77.78313662
0308_6,-77.74860568,-77.74757879
0308_7,-77.80993349,-77.8088749
0309_2,-77.70807498,-77.70772628
0309_3,-77.69291911,-77.68182592
0309_4,-77.75288311,-77.75224858
0309_5,-77.70867355,-77.70814306
0310_2,-77.69936557,-77.69431372
0310_3,-77.75589269,-77.75251275
0311_2,-77.70661415,-77.69863337
0311_3,-77.71814468,-77.71057699
0311_4,-77.68255081,-77.68015032
0311_5,-77.72509076,-77.71721452
0312_2,-77.71709795,-77.71466753
0312_3,-77.79615113,-77.79369015
0313_2,-77.79120095,-77.78715009
0313_3,-77.77845852,-77.7772165
0314_2,-77.82876532,-77.82687634
0314_3,-77.74339973,-77.74280442
0315_2,-77.71528108,-77.71241866
0315_3,-77.79401131,-77.78640743
0316_2,-77.71904994,-77.7177118
0317_2,-77.77442917,-77.77215316
0318_2,-77.68615702,-77.67860458
0318_3,-77.70563977,-77.70024431
0318_4,-77.75362599,-77.75084819
0319_2,-77.70927205,-77.70205764
0319_3,-77.70352165,-77.69280562
0319_4,-77.72366054,-77.72183771
0320_2,-77.71720339,-77.70893275
0320_3,-77.69239734,-77.68265152
0320_4,-77.75659021,-77.74812384
0320_5,-77.81084028,-77.80112389
0320_6,-77.73834306,-77.73588618
0321_2,-77.67290682,-77.67137262
0321_3,-77.68874694,-77.6778602
0321_4,-77.77734825,-77.77477446
0322_2,-77.75613174,-77.75222217
0322_3,-77.77458777,-77.77212916
0323_2,-77.69352366,-77.68745648
0323_3,-77.7044508,-77.70174148
0324_2,-77.72220458,-77.71882027
0324_3,-77.72168019,-77.72047278
0325_2,-77.71746284,-77.71433726
0325_3,-77.77205618,-77.76439561
0326_2,-77.76467236,-77.76343729
0326_3,-77.78690707,-77.78259212
0327_2,-77.69565008,-77.69539913
0327_3,-77.6853927,-77.68125141
0328_10,-77.75804319,-77.75716942
0328_2,-77.73173545,-77.73103123
0328_3,-77.76378537,-77.76266157
0328_4,-77.75114589,-77.74908744
0328_5,-77.7562818,-77.75527618
0328_6,-77.79543782,-77.79515818
0328_7,-77.76059374,-77.76003362
0328_8,-77.77785816,-77.77488714
0328_9,-77.82493638,-77.82237086
0329_2,-77.72136118,-77.71859133
0329_3,-77.76607844,-77.75754446
0329_4,-77.776574,-77.77530831
0330_2,-77.71793125,-77.71136199
0330_3,-77.80684542,-77.79933662
0330_4,-77.76903984,-77.7676141
0331_2,-77.7822868,-77.77349884
0331_3,-77.72389843,-77.72181551
0332_2,-77.76527778,-77.7577154
0332_3,-77.76856396,-77.76130899
0332_4,-77.70857193,-77.70311134
0332_5,-77.78489082,-77.78454737
0332_6,-77.76402591,-77.75808944
0333_2,-77.74855521,-77.74363202
0333_3,-77.73071165,-77.73025826
0334_2,-77.73951067,-77.73358077
0334_3,-77.73521691,-77.73143301
0334_4,-77.73636979,-77.73378868
0334_5,-77.7470263,-77.74687637
0334_6,-77.71247674,-77.71238884
0335_2,-77.67144967,-77.67086201
0336_2,-77.71531881,-77.70901114
0336_3,-77.71636818,-77.70629914
0336_4,-77.6973581,-77.68973648
0336_5,-77.69658356,-77.69246415
0337_2,-77.7468671,-77.74521776
0338_2,-77.70531902,-77.70102664
0338_3,-77.77794936,-77.77782421
0338_4,-77.72242162,-77.72117001
0339_2,-77.7107208,-77.70097072
0339_3,-77.75370485,-77.7531295
0339_4,-77.71731426,-77.71481636
0339_5,-77.76348494,-77.76332108
0340_2,-77.71022545,-77.70872135
0341_2,-77.79418096,-77.79109261
0341_3,-77.70464215,-77.7031204
0342_2,-77.75363042,-77.74393002
0342_3,-77.81680936,-77.81557886
0343_2,-77.76916997,-77.76876583
0343_3,-77.77162724,-77.77023615
0344_2,-77.78224812,-77.77467698
0344_3,-77.70230281,-77.69534742
0344_4,-77.7240788,-77.7205048
0345_2,-77.72900392,-77.72812018
0345_3,-77.74715979,-77.74610381
0346_2,-77.78183799,-77.7791504
0346_3,-77.77021527,-77.76659195
0347_2,-77.75536952,-77.75498486
0347_3,-77.79099395,-77.7891067
0347_4,-77.72668396,-77.72010716
0347_5,-77.77298025,-77.77172312
0347_6,-77.82520893,-77.82359202
0347_7,-77.80870482,-77.80570038
0348_2,-77.79643612,-77.79561994
0348_3,-77.77496254,-77.77315899
0349_2,-77.7890824,-77.78576165
0349_3,-77.77930608,-77.77907737
0349_4,-77.74380909,-77.74368051
0349_5,-77.72893631,-77.7258286
0350_2,-77.7315288,-77.73136811
0351_2,-77.76627985,-77.76477933
0352_2,-77.74212718,-77.73535992
0352_3,-77.74957354,-77.74373489
0352_4,-77.79906272,-77.79089498
0352_5,-77.79924755,-77.79797081
0353_2,-77.77524752,-77.76491096
0353_3,-77.69576064,-77.68898316
0353_4,-77.735665,-77.72939385
0353_5,-77.77567789,-77.77460674
0354_2,-77.76139503,-77.75422247
0354_3,-77.76378698,-77.76078048
0355_2,-77.68983071,-77.68817966
0356_2,-77.71610272,-77.71457659
0357_2,-77.77297424,-77.77281802
0357_3,-77.79792516,-77.79692867
0357_4,-77.75906455,-77.75891397
0358_2,-77.71063654,-77.70625046
0358_3,-77.70868528,-77.70790086
0359_2,-77.74688146,-77.74479004
0359_3,-77.76428504,-77.76312587
0359_4,-77.75277891,-77.75040429
0360_2,-77.7707488,-77.76408014
0360_3,-77.71722018,-77.70862588
0360_4,-77.74742362,-77.74272738
0361_2,-77.71842271,-77.71781473
0361_3,-77.75028303,-77.74358771
0361_4,-77.75486319,-77.74687122
0362_2,-77.75157142,-77.74998835
0362_3,-77.72093267,-77.72080806
0363_2,-77.72949744,-77.72340065
0363_3,-77.75450228,-77.74996967
0363_4,-77.79627768,-77.7943941
0364_2,-77.72810227,-77.71890975
0364_3,-77.78590456,-77.78287341
0364_4,-77.75648056,-77.75043047
0365_2,-77.75856998,-77.74838492
0365_3,-77.74289345,-77.73384145
0365_4,-77.80888906,-77.80174894
0365_5,-77.74155502,-77.74010291
0366_2,-77.79834403,-77.7946848
0366_3,-77.7248648,-77.72053392
0367_2,-77.69691717,-77.69586206
0368_2,-77.71336063,-77.70612513
0368_3,-77.71353266,-77.71264415
0369_2,-77.80233246,-77.80094053
0369_3,-77.72683071,-77.72413717
0369_4,-77.72555431,-77.72180866
0370_2,-77.7365966,-77.73410067
0371_2,-77.71717118,-77.70842244
0371_3,-77.70178267,-77.70141881
0371_4,-77.80260561,-77.8021322
0371_5,-77.75490855,-77.75376088
0372_2,-77.75277398,-77.75113179
0373_2,-77.80116511,-77.79258825
0373_3,-77.73455002,-77.72565021
0373_4,-77.77553763,-77.77357947
0374_2,-77.73746986,-77.73027124
0374_3,-77.72740251,-77.71836894
0374_4,-77.71713117,-77.71602195
0375_2,-77.70801164,-77.70649477
0375_3,-77.76162162,-77.75642429
0376_2,-77.68612147,-77.6807735
0376_3,-77.69396012,-77.68753756
0376_4,-77.74800934,-77.74615977
0377_2,-77.69700901,-77.69679083
0377_3,-77.71951349,-77.71363932
0377_4,-77.76540476,-77.76433679
0378_2,-77.70020786,-77.69130219
0378_3,-77.70884025,-77.69917065
0378_4,-77.71036234,-77.70750182
0379_2,-77.73810063,-77.73092114
0379_3,-77.7668237,-77.75833768
0379_4,-77.74213201,-77.74008568
0381_2,-77.70755492,-77.70577999
0382_10,-77.76664559,-77.76639689
0382_2,-77.70191789,-77.69012865
0382_3,-77.75279641,-77.7525902
0382_4,-77.76872504,-77.76627718
0382_5,-77.69498486,-77.69456901
0382_6,-77.76287566,-77.7624766
0382_7,-77.7652376,-77.76317385
0382_8,-77.78710392,-77.78665979
0382_9,-77.75175877,-77.75109467
0383_2,-77.72569783,-77.71751223
0383_3,-77.73088001,-77.72292065
0383_4,-77.74800285,-77.74158703
0383_5,-77.79810535,-77.79807085
0384_2,-77.76219833,-77.76135319
0384_3,-77.76782268,-77.76022941
0384_4,-77.77177356,-77.76450668
0385_2,-77.71082879,-77.70503706
0385_3,-77.67698888,-77.66892266
0385_4,-77.7849754,-77.77926036
0385_5,-77.70919101,-77.70546768
0386_2,-77.71956179,-77.71709243
0386_3,-77.81282732,-77.81126512
0387_2,-77.70795901,-77.70481222
0388_2,-77.78242076,-77.77542533
0388_3,-77.77098723,-77.76876041
0388_4,-77.74385953,-77.74334657
0389_2,-77.70497704,-77.69614509
0389_3,-77.68533615,-77.6767744
0389_4,-77.71029529,-77.70666502
0389_5,-77.68232174,-77.68027123
0390_2,-77.74844306,-77.74597864
0390_3,-77.7769531,-77.77357704
0391_2,-77.75644804,-77.75494
0392_2,-77.70607752,-77.6985804
0392_3,-77.66171566,-77.65940121
0393_2,-77.80315795,-77.80152933
0393_3,-77.81387751,-77.81163533
0393_4,-77.7375621,-77.73732473
0393_5,-77.75468167,-77.75236856
0394_2,-77.80853055,-77.80828473
0394_3,-77.80500031,-77.80220018
0395_2,-77.75191585,-77.74524782
0395_3,-77.68954078,-77.67873513
0395_4,-77.7648121,-77.75689073
0395_5,-77.73841273,-77.73755622
0396_2,-77.80873882,-77.80704373
0396_3,-77.80920343,-77.80690827
0396_4,-77.78184715,-77.78141193
0396_5,-77.781331,-77.78080201
0397_2,-77.78744559,-77.7871202
0398_2,-77.77506915,-77.76805947
0398_3,-77.81211276,-77.81122241
0399_2,-77.7573133,-77.75645657
0399_3,-77.83317467,-77.83250226
0399_4,-77.7704212,-77.76764744
0399_5,-77.78387163,-77.78360094
0400_2,-77.74248513,-77.73656936
0400_3,-77.75655914,-77.74997618
0400_4,-77.83669022,-77.83662353
0400_5,-77.76821139,-77.76642403
0401_2,-77.72358268,-77.72165811
0402_2,-77.68608144,-77.68154702
0402_3,-77.686029,-77.68288867
0403_2,-77.76006205,-77.75240865
0403_3,-77.71779977,-77.71667646
0404_2,-77.73437369,-77.72637343
0404_3,-77.68013094,-77.67950963
0405_2,-77.71427543,-77.70738885
0405_3,-77.7305993,-77.72670256
0405_4,-77.719032,-77.7161228
0406_2,-77.74688313,-77.74590982
0406_3,-77.71568667,-77.7154682
0406_4,-77.78304498,-77.7796262
0407_2,-77.72652935,-77.71804665
0407_3,-77.70506553,-77.70212121
0407_4,-77.70367327,-77.70005687
0407_5,-77.70554754,-77.70404842
0408_2,-77.76688005,-77.76531096
0408_3,-77.74159637,-77.73551005
0409_2,-77.69993881,-77.69276379
0409_3,-77.70334959,-77.69950089
0409_4,-77.70182423,-77.69774073
0410_2,-77.7218639,-77.71823241
0410_3,-77.71098078,-77.70916692
0411_2,-77.75805246,-77.75660223
0412_2,-77.71394726,-77.70925793
0412_3,-77.70381546,-77.70300851
0413_2,-77.70359814,-77.69729237
0413_3,-77.70836553,-77.69918791
0413_4,-77.71372478,-77.70928404
0414_2,-77.71626276,-77.7086486
0414_3,-77.74577182,-77.74232973
0414_4,-77.68834073,-77.67928598
0414_5,-77.76613818,-77.7561848
0414_6,-77.72010767,-77.71888879
0415_2,-77.81809806,-77.81775602
0415_3,-77.81223445,-77.81213624
0416_2,-77.73052982,-77.72522763
0416_3,-77.72283642,-77.7217743
0416_4,-77.78061247,-77.77971488
0416_5,-77.75238524,-77.75114602
0417_2,-77.69485439,-77.69071074
0417_3,-77.72132341,-77.71790408
0418_2,-77.79878136,-77.79572989
0419_2,-77.68884298,-77.68453164
0419_3,-77.70495726,-77.70171495
0419_4,-77.70292212,-77.70232737
0420_2,-77.71005247,-77.70671212
0420_3,-77.70000544,-77.69838755
0420_4,-77.74711609,-77.74654783
0421_2,-77.77045352,-77.76924236
0421_3,-77.82110622,-77.818815
0421_4,-77.78072858,-77.77919634
0421_5,-77.734499,-77.73432041
0422_2,-77.78156202,-77.78150743
0422_3,-77.69447248,-77.68929277
0422_4,-77.79540673,-77.79377213
0423_2,-77.71049613,-77.70565564
0423_3,-77.68865092,-77.68698595
0424_2,-77.72193858,-77.72085045
0425_2,-77.68261052,-77.67970183
0425_3,-77.71149174,-77.70408483
0426_2,-77.79384474,-77.79226943
0426_3,-77.79958569,-77.79279521
0426_4,-77.72883856,-77.72853933
0426_5,-77.7756029,-77.77552538
0427_2,-77.78574102,-77.78299283
0428_2,-77.75487907,-77.75036378
0428_3,-77.78506148,-77.78341455
0429_2,-77.76461616,-77.75696142
0429_3,-77.78476359,-77.78118038
0430_2,-77.73655925,-77.73115813
0430_3,-77.73888793,-77.73705446
0432_2,-77.77442327,-77.7703927
0432_3,-77.74184092,-77.74081891
0432_4,-77.78718437,-77.78575006
0433_2,-77.70367347,-77.70227789
0434_2,-77.70024253,-77.69711791
0434_3,-77.73416702,-77.73178375
0435_2,-77.71927336,-77.71479102
0435_3,-77.71260816,-77.71078836
0436_2,-77.78532481,-77.78367403
0436_3,-77.7549005,-77.75307382
0437_2,-77.70659484,-77.70525602
0438_2,-77.70836968,-77.70546243
0438_3,-77.72067446,-77.71386293
0439_2,-77.73355652,-77.72393221
0439_3,-77.83708469,-77.83530941
0440_2,-77.68368376,-77.67883765
0440_3,-77.79622439,-77.79488524
0440_4,-77.77671919,-77.77429944
0440_5,-77.79702689,-77.7959691
0441_2,-77.73441235,-77.73081439
0441_3,-77.79465934,-77.79440788
0441_4,-77.73615665,-77.73590531
0442_2,-77.7713992,-77.76519117
0442_3,-77.79422533,-77.79256074
0443_2,-77.7263813,-77.71991861
0443_3,-77.72375626,-77.71691406
0443_4,-77.69694986,-77.68971788
0443_5,-77.71552961,-77.71502247
0443_6,-77.6870723,-77.68352622
0443_7,-77.76804674,-77.76605846
0444_2,-77.76540567,-77.76160544
0444_3,-77.7687165,-77.76719513
0445_2,-77.73349134,-77.72557369
0445_3,-77.75227795,-77.75183732
0445_4,-77.7208249,-77.71823319
0445_5,-77.71475639,-77.70902184
0445_6,-77.71612546,-77.71483493
0446_2,-77.7007453,-77.69554864
0446_3,-77.7063009,-77.70509269
0447_2,-77.71090758,-77.70779875
0448_2,-77.7903952,-77.78245345
0448_3,-77.7472029,-77.74365058
0449_2,-77.70127009,-77.69528937
0449_3,-77.72424306,-77.72007525
0450_2,-77.71544929,-77.70570981
0450_3,-77.68104154,-77.67627051
0450_4,-77.74303397,-77.74184527
0451_2,-77.7061607,-77.6888649
0451_4,-77.68751449,-77.68551943
0452_2,-77.77132721,-77.7654513
0452_3,-77.76291329,-77.762315
0453_2,-77.71564378,-77.70840334
0453_3,-77.67946066,-77.67901516
0454_2,-77.83110201,-77.82989769
0454_3,-77.75413106,-77.75359505
0454_4,-77.75406688,-77.75393809
0454_5,-77.78405297,-77.78375524
0455_2,-77.72450987,-77.71764475
0455_3,-77.71743433,-77.71442475
0456_2,-77.72900886,-77.72427041
0456_3,-77.72470908,-77.71487058
0456_4,-77.69387245,-77.69034701
0457_2,-77.70084,-77.69896033
0458_2,-77.80627941,-77.80471445
0458_3,-77.75413892,-77.75256234
0459_2,-77.69557213,-77.69313772
0459_3,-77.73570782,-77.7340374
0460_2,-77.72125237,-77.71464868
0460_3,-77.73792547,-77.72906537
0460_4,-77.69415112,-77.6910101
0460_5,-77.71526647,-77.71290224
0461_2,-77.81856515,-77.81784204
0461_3,-77.72734519,-77.72554693
0462_2,-77.71521189,-77.7056144
0462_3,-77.75805684,-77.75134814
0462_4,-77.76984506,-77.76264905
0462_5,-77.81551581,-77.81395634
0462_6,-77.794382,-77.79391379
0463_2,-77.71558793,-77.71499019
0464_2,-77.81759997,-77.81732067
0464_3,-77.7921532,-77.7915115
0465_2,-77.77798164,-77.77108368
0465_3,-77.84758975,-77.84746842
0465_4,-77.69888953,-77.69835901
0466_2,-77.80906185,-77.80618291
0467_2,-77.68092183,-77.6772795
0467_3,-77.71466807,-77.70810039
0468_2,-77.7438762,-77.74335375
0469_2,-77.70379152,-77.70061091
0469_3,-77.69664427,-77.69567802
0470_2,-77.67545809,-77.6701334
0470_3,-77.68697086,-77.68048934
0470_4,-77.67176388,-77.66990813
0471_2,-77.78840551,-77.78073852
0471_3,-77.80615144,-77.80578081
0472_2,-77.70351337,-77.70212192
0473_2,-77.81272025,-77.81063859
0473_3,-77.79400239,-77.79246672
0473_4,-77.79079807,-77.79030202
0473_5,-77.77215011,-77.7705255
0474_2,-77.7143711,-77.70790376
0474_3,-77.69901438,-77.69514301
0475_2,-77.78422626,-77.7839106
0475_3,-77.79573004,-77.79472464
0475_4,-77.81652941,-77.81639232
0475_5,-77.79617427,-77.79605036
0475_6,-77.78876356,-77.78868983
0476_2,-77.78412109,-77.78020672
0476_3,-77.77494008,-77.76820423
0477_2,-77.70240398,-77.69383715
0477_3,-77.66979367,-77.66861408
0477_4,-77.7218687,-77.71991626
0477_5,-77.7125262,-77.70835951
0478_2,-77.73785958,-77.7331046
0478_3,-77.80318026,-77.79552084
0478_4,-77.70071266,-77.69729214
0479_2,-77.77201705,-77.76399476
0479_3,-77.73421585,-77.73012157
0479_4,-77.75734912,-77.75025357
0480_2,-77.71881534,-77.71591055
0480_3,-77.80080451,-77.7962921
0481_2,-77.79742021,-77.79691934
0481_3,-77.72686264,-77.72557227
0481_4,-77.76811743,-77.76580652
0481_5,-77.75786545,-77.75754505
0481_6,-77.72512207,-77.72231387
0482_2,-77.67735081,-77.67310116
0482_3,-77.7041776,-77.6946437
0482_4,-77.679401,-77.67913906
0482_5,-77.68969884,-77.68873721
0483_2,-77.75399605,-77.74599933
0483_3,-77.77151159,-77.76435496
0483_4,-77.73447074,-77.72527991
0483_5,-77.72665143,-77.71548128
0483_6,-77.67920198,-77.67837514
0484_2,-77.81563401,-77.81509304
0484_3,-77.80702803,-77.80653397
0485_2,-77.71501434,-77.71466925
0485_3,-77.67636402,-77.67228533
0485_4,-77.69493058,-77.69196725
0486_2,-77.76734885,-77.76607527
0487_2,-77.72265632,-77.7178426
0487_3,-77.75740676,-77.75638931
0488_2,-77.69136297,-77.6882842
0488_3,-77.71075055,-77.70488339
0488_4,-77.72962253,-77.7281346
0489_2,-77.73436378,-77.72886224
0490_2,-77.75187943,-77.75176852
0490_3,-77.76675864,-77.76545213
0490_4,-77.7959743,-77.79524138
0490_5,-77.77859437,-77.77735002
0491_2,-77.66623571,-77.66488065
0492_2,-77.77361048,-77.77202171
0492_3,-77.80149793,-77.80113367
0493_2,-77.69637107,-77.69498058
0494_2,-77.7590834,-77.75604595
0494_3,-77.80999865,-77.80550203
0495_2,-77.74181499,-77.7329373
0495_3,-77.71368125,-77.70481937
0495_4,-77.70264587,-77.69807628
0495_5,-77.75682886,-77.72681762
0495_6,-77.72213182,-77.71600368
0495_7,-77.76356991,-77.7588301
0496_2,-77.6984773,-77.6939035
0496_3,-77.73348157,-77.7327856
0496_4,-77.76077073,-77.75440394
0497_2,-77.77601914,-77.77424228
0497_3,-77.76660111,-77.76074009
0497_4,-77.76777278,-77.76418065
0498_2,-77.77901626,-77.77223401
0498_3,-77.67277508,-77.66784822
0498_4,-77.78883253,-77.78820392
0499_2,-77.71326615,-77.7092263
0499_3,-77.75113198,-77.74848624
0499_4,-77.71529808,-77.71499109
0500_2,-77.70907097,-77.70670848
0500_3,-77.71635218,-77.71544144
0502_2,-77.76098541,-77.76084016
0502_3,-77.82921578,-77.82897961
0502_4,-77.82417797,-77.82407653
0502_5,-77.76156587,-77.76108845
0502_6,-77.81014167,-77.81010976
0502_7,-77.84707895,-77.8466489
0503_2,-77.81336069,-77.80666244
0503_3,-77.75458525,-77.75180702
0503_4,-77.77993867,-77.77929279
0503_5,-77.7794978,-77.77884918
0504_2,-77.69494441,-77.68808111
0504_3,-77.69880287,-77.69820621
0505_2,-77.78897454,-77.78788604
0506_2,-77.68662718,-77.67784806
0506_3,-77.68514999,-77.67469809
0506_4,-77.68293427,-77.67626598
0506_5,-77.7042319,-77.69871184
0506_6,-77.69321863,-77.68984203
0507_2,-77.77935554,-77.77792687
0507_3,-77.75101996,-77.74823875
0508_2,-77.7008306,-77.69858598
0509_2,-77.73891899,-77.73613791
0510_2,-77.8035757,-77.7985873
0510_3,-77.79163685,-77.78238436
0510_4,-77.73898192,-77.73717202
0511_2,-77.74107195,-77.73239119
0511_3,-77.77898611,-77.77848669
0511_4,-77.72844397,-77.72617923
0511_5,-77.79101735,-77.79064472
0512_2,-77.71552657,-77.7075506
0512_3,-77.80682504,-77.80427115
0513_2,-77.76216338,-77.75152633
0513_3,-77.78033292,-77.77964439
0513_4,-77.81957083,-77.81861577
0513_5,-77.7570691,-77.75596355
0513_6,-77.79732251,-77.79628354
0513_7,-77.79677926,-77.79577032
0513_8,-77.78119598,-77.78004668
0514_2,-77.7790513,-77.7754598
0514_3,-77.83411959,-77.83233443
0515_2,-77.69680394,-77.69490383
0516_2,-77.67936395,-77.67093976
0516_3,-77.69566749,-77.68488357
0516_4,-77.73631368,-77.73181333
0516_5,-77.73827225,-77.72892995
0517_2,-77.82406879,-77.81784047
0517_3,-77.75067962,-77.74967527
0517_4,-77.75329356,-77.75011666
0518_2,-77.71095822,-77.70702732
0518_3,-77.71343389,-77.71315362
0518_4,-77.70230365,-77.69763765
0518_5,-77.71266416,-77.70967462
0519_2,-77.77464795,-77.77077624
0519_3,-77.75156673,-77.74831761
0520_2,-77.70735529,-77.6993671
0520_3,-77.68951457,-77.68440873
0520_4,-77.73733162,-77.72834248
0520_5,-77.74284807,-77.74049423
0521_2,-77.76976802,-77.7637696
0521_3,-77.74307875,-77.73952313
0522_2,-77.73806194,-77.73044389
0522_3,-77.71732131,-77.70677052
0522_4,-77.75886194,-77.7521109
0522_5,-77.67518492,-77.67326446
0523_2,-77.76036605,-77.754074
0523_3,-77.74015178,-77.73282825
0523_4,-77.78680222,-77.78526373
0524_2,-77.692334,-77.68691423
0524_3,-77.69258915,-77.68997594
0525_2,-77.75858804,-77.75508892
0525_3,-77.75217329,-77.74509009
0527_2,-77.72698741,-77.71644049
0527_3,-77.80670868,-77.80518967
0527_4,-77.75073084,-77.74818977
0527_5,-77.82438723,-77.82338086
0528_2,-77.73465187,-77.73171196
0529_2,-77.6837657,-77.68012257
0529_3,-77.71071329,-77.70690831
0530_2,-77.82823029,-77.82699169
0530_3,-77.77161641,-77.77034658
0530_4,-77.80199597,-77.80087433
0530_5,-77.79597888,-77.7936964
0530_6,-77.81508883,-77.813777
0531_2,-77.73805001,-77.7349959
0532_2,-77.71463272,-77.71165279
0533_2,-77.79038912,-77.78176614
0533_3,-77.77550401,-77.77394189
0534_2,-77.70311393,-77.69821639
0534_3,-77.68274246,-77.68099878
0535_2,-77.69905493,-77.69526389
0535_3,-77.6659948,-77.65510916
0535_4,-77.65160846,-77.6394004
0535_5,-77.66664087,-77.64968603
0535_6,-77.73170666,-77.72503065
0536_2,-77.72550998,-77.71904914
0536_3,-77.73160022,-77.73097841
0537_2,-77.69565185,-77.69227524
0537_3,-77.79932546,-77.7977074
0538_2,-77.72590841,-77.7178567
0538_3,-77.79091683,-77.78793729
0539_2,-77.7462003,-77.73576942
0539_3,-77.73308819,-77.72689193
0539_4,-77.724181,-77.71952446
0540_2,-77.7081424,-77.69904407
0540_3,-77.77738462,-77.76896367
0540_4,-77.7356321,-77.72974255
0541_2,-77.75069388,-77.74970701
0541_3,-77.82459391,-77.82374896
0541_4,-77.77136272,-77.76315746
0542_2,-77.78076553,-77.77704824
0542_3,-77.76567008,-77.76537502
0542_4,-77.81038789,-77.80909011
0543_2,-77.75426263,-77.7460141
0543_3,-77.7840764,-77.77970606
0544_2,-77.77357642,-77.77086275
0544_3,-77.7807474,-77.77087817
0544_4,-77.79449491,-77.79118687
0545_2,-77.77745168,-77.77464907
0546_2,-77.69283712,-77.68806551
0546_3,-77.68822228,-77.68368213
0547_2,-77.69079851,-77.68452902
0547_3,-77.75135961,-77.75090938
0547_4,-77.76839319,-77.76283342
0547_5,-77.72305817,-77.7189659
0548_2,-77.76694947,-77.76207893
0548_3,-77.76882502,-77.76453055
0548_4,-77.74022806,-77.73988998
0548_5,-77.77897441,-77.77880616
0549_2,-77.72162912,-77.71595427
0549_3,-77.69317064,-77.69289357
0549_4,-77.68092756,-77.6713149
0549_5,-77.68339705,-77.67662931
0549_6,-77.74401616,-77.73833343
0550_2,-77.71883492,-77.71808282
0550_3,-77.7081803,-77.70031783
0550_4,-77.69928914,-77.69821614
0551_2,-77.74861776,-77.74352971
0551_3,-77.77288639,-77.76890614
0551_4,-77.76568097,-77.75640052
0551_5,-77.80322446,-77.80253765
0552_10,-77.73748387,-77.73740322
0552_2,-77.75451134,-77.75431908
0552_3,-77.7697703,-77.76898089
0552_4,-77.79361487,-77.79344526
0552_5,-77.72334877,-77.72333136
0552_6,-77.76998407,-77.76915983
0552_7,-77.82528722,-77.82431203
0552_8,-77.72143305,-77.72120654
0552_9,-77.78030473,-77.77957605
0553_2,-77.75334866,-77.74487102
0553_3,-77.74698704,-77.74579036
0553_4,-77.84581579,-77.8457173
0554_2,-77.71519019,-77.70769128
0554_3,-77.7115621,-77.7098592
0555_2,-77.76323304,-77.76276663
0555_3,-77.7142927,-77.71307879
0556_2,-77.79746285,-77.79438274
0557_2,-77.71174053,-77.71069167
0558_2,-77.75929679,-77.75810884
0558_3,-77.80316305,-77.79476575
0558_4,-77.74234535,-77.73745203
0558_5,-77.76259614,-77.76181692
0558_6,-77.77599951,-77.77531926
